ObjectID,Classification,Park,City,Surface_Type,Width_ft,Summer_Use,Winter_Use,Plowed,Trail_Name,Length_ft
568,PT,Eagle,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,175.8
569,PT,Eagle,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,873.33
572,PT,Murphy-Hanrehan,Savage,Bridge,4.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,18.59
576,PT,The Landing,Shakopee,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,220.88
577,PT,The Landing,Shakopee,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,1299.73
578,PT,The Landing,Shakopee,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,1506.46
591,PT,Lake Rebecca,Greenfield,Mowed,6.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,1754.35
599,PT,Baker,Medina,Woodchip,8.0,"Unpaved Hike, Dog (Off-Leash)",,False,,265.35
607,PT,Carver,Victoria,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,756.45
618,PT,Cleary,Spring Lake Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,Upper Ironwood Trail,2916.63
619,PT,Cleary,Spring Lake Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Lakeside Trail,668.77
620,PT,Cleary,Credit River Twp.,Mowed,12.0,,Snowmobile,False,,360.14
621,PT,Elm Creek,Maple Grove,Snow Only,16.0,,"Cross-country Skate/Classic, Lit, Snowmaking",False,,916.33
629,PT,Lake Rebecca,Independence,Woodchip,6.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,653.71
638,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Poplar Creek Trail,602.27
639,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Poplar Creek Trail,587.74
641,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Snowmobile,False,,575.26
644,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Lakeside Trail,2819.63
645,PT,Elm Creek,Champlin,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,1840.92
646,PT,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,492.82
647,PT,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,51.94
648,PT,Silverwood,St. Anthony,Bridge,10.0,Boardwalk,"Hike, Snowshoe, Dog (On-Leash)",False,,162.73
649,PT,Silverwood,St. Anthony,Bituminous,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,145.44
650,PT,Silverwood,St. Anthony,Concrete,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,51.45
651,PT,Bryant,Eden Prairie,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,15.29
652,RT,Carver,Victoria,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Baker/Carver Regional Trail,2101.89
653,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,1561.99
654,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,537.68
655,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,2208.19
664,PT,Murphy-Hanrehan,Credit River Twp.,Shared surface,0.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,89.31
666,PT,Gale Woods,Minnetrista,Gravel,12.0,Aggregate Hike,"Hike, Snowshoe, Cross-country Skate/Classic",False,,1433.16
667,PT,Gale Woods,Minnetrista,Mowed,16.0,Unpaved Hike,,False,,425.61
668,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Poplar Creek Trail,4661.42
669,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Snowmobile,False,,2740.94
671,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Snowmobile,False,,371.69
672,PT,Gale Woods,Minnetrista,Mowed,16.0,Unpaved Hike,"Hike, Snowshoe, Cross-country Skate/Classic",False,,785.22
673,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,False,,507.79
681,PT,The Landing,Shakopee,Concrete,12.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,209.24
687,PT,Gale Woods,Minnetrista,Mowed,16.0,Unpaved Hike,,False,,998.04
690,PT,Bryant,Eden Prairie,Gravel,10.0,"Unpaved Hike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,313.26
694,PT,Bryant,Eden Prairie,Gravel,10.0,"Unpaved Hike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,62.4
696,PT,Lake Rebecca,Greenfield,Mowed,12.0,,Snowmobile,False,,38.77
697,PT,Bryant,Eden Prairie,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,56.19
717,PT,Elm Creek,Champlin,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,23.71
720,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Lakeside Trail,423.73
724,PT,Murphy-Hanrehan,Burnsville,Mowed,14.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,1491.83
726,PT,Murphy-Hanrehan,Burnsville,Mowed,14.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,,1371.08
733,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,1786.38
734,PT,Silverwood,St. Anthony,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,40.54
736,PT,Eagle,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,112.87
739,RT,Mississippi Gateway,Brooklyn Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Rush Creek Regional Trail,201.44
741,PT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,121.55
742,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",Cross-country Skate/Classic,False,,1003.79
743,PT,Elm Creek,Champlin,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,922.52
751,PT,Murphy-Hanrehan,Credit River Twp.,Mowed,14.0,"Unpaved Hike, Horse, Dog (On-Leash)",Cross-country Skate/Classic,False,,446.09
759,PT,French,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,31.82
766,PT,Lake Rebecca,Greenfield,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,985.4
782,PT,Elm Creek,Dayton,Shared surface,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,1329.48
783,PT,Elm Creek,Dayton,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,1972.41
785,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,Upper Ironwood Trail,84.93
789,PT,Cleary,Credit River Twp.,Snow Only,16.0,,"Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Cross-country Skate/Classic",False,,3196.5
790,PT,Baker,Medina,Snow Only,14.0,,Cross-country Skate/Classic,False,,1199.91
791,PT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1041.55
813,PT,Lake Minnetonka,Minnetrista,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,33.0
824,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,Meadow Trail,312.61
842,PT,French,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1193.95
843,PT,French,Plymouth,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,9.84
846,PT,French,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1001.61
848,PT,Carver,Victoria,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,3045.55
849,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,5793.65
857,PT,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,217.48
858,PT,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1253.07
859,PT,Not In Park,Coon Rapids,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,197.92
860,PT,Not In Park,Coon Rapids,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,554.64
861,PT,Not In Park,Coon Rapids,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,347.4
867,PT,Baker,Medina,Mowed,8.0,"Unpaved Hike, Horse, Dog (On-Leash)",,False,,1074.06
871,PT,Baker,Medina,Mowed,10.0,"Unpaved Hike, Horse, Dog (On-Leash)",,False,,2021.91
872,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,Meadow Trail,654.0
873,PT,French,Plymouth,Bridge,12.0,Boardwalk,Cross-country Skate/Classic,False,Meadow Trail,54.12
882,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: Easy","Hike, Mtn Bike: Easy",False,,591.97
883,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: Easy","Hike, Mtn Bike: Easy",False,,847.01
891,PT,Carver,Victoria,Mowed,6.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,1657.33
892,PT,Carver,Victoria,Mowed,6.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,874.54
893,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",False,,160.35
897,PT,Cleary,Credit River Twp.,Gravel,12.0,,"Cross-country Skate/Classic, Lit",False,,339.68
907,PT,Lake Rebecca,Greenfield,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,3175.96
908,PT,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1229.18
909,PT,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,360.93
914,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,,180.43
915,PT,Cleary,Credit River Twp.,Crosswalk,0.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,,71.3
917,PT,Carver,Victoria,Woodchip,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,596.2
926,PT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,110.75
927,PT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,771.78
928,PT,Baker,Medina,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,497.03
929,PT,Murphy-Hanrehan,Credit River Twp.,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,325.97
934,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,117.37
939,PT,Crow-Hassan,Rogers,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Horse",False,,630.38
942,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,595.1
944,PT,French,Plymouth,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,965.22
945,PT,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,197.77
946,PT,Elm Creek,Dayton,Bituminous,8.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,168.19
947,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,409.97
948,PT,Baker,Medina,Mowed,14.0,,Cross-country Skate/Classic,False,,861.13
952,PT,Cleary,Credit River Twp.,Mowed,8.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,1077.37
953,PT,Crow-Hassan,Hanover,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,2187.43
963,PT,Elm Creek,Maple Grove,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,25.94
965,PT,Murphy-Hanrehan,Credit River Twp.,Mowed,14.0,"Unpaved Hike, Horse, Dog (On-Leash)",No Access / Summer Only,False,,57.68
973,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Lakeside Trail,140.1
974,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,Lakeside Trail,135.94
975,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",Cross-country Skate/Classic,False,Upper Ironwood Trail,205.54
976,PT,Silverwood,St. Anthony,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,189.47
977,PT,Silverwood,St. Anthony,Bituminous,6.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,61.54
979,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",Cross-country Skate/Classic,False,,1027.46
980,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",False,,3095.0
981,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",False,,1931.48
993,PT,Cleary,Credit River Twp.,Mowed,8.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,4779.76
994,PT,Lake Rebecca,Greenfield,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Cross-country Skate/Classic",False,,3901.42
995,PT,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,161.49
996,PT,Fish,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,705.47
1010,PT,Murphy-Hanrehan,Burnsville,Mowed,14.0,No Access / Winter Only,Cross-country Skate/Classic,False,,1905.25
1027,PT,Lake Minnetonka,Minnetrista,Snow Only,12.0,,Snowmobile,False,,231.35
1028,PT,Lake Minnetonka,Minnetrista,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,26.88
1029,PT,Murphy-Hanrehan,Burnsville,Mowed,0.0,No Access / Winter Only,Cross-country Skate/Classic,False,,102.38
1034,PT,Not In Park,Minnetrista,Snow Only,10.0,,Snowmobile,False,,569.2
1036,PT,Silverwood,St. Anthony,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,21.07
1037,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,35.7
1038,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,568.43
1039,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,338.52
1040,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,205.49
1041,PT,Lake Minnetonka,Minnetrista,Bituminous,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,177.34
1042,PT,Mississippi Gateway,Brooklyn Park,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,267.23
1050,PT,Crow-Hassan,Rogers,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,841.82
1051,PT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1217.62
1052,PT,Cleary,Credit River Twp.,Bituminous,0.0,"Paved Hike, Bike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,,62.8
1053,PT,Cleary,Credit River Twp.,Bituminous,0.0,"Paved Hike, Bike, Dog (On-Leash)","Cross-country Skate/Classic, Lit",False,,375.49
1054,PT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,2437.91
1055,RT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,2619.71
1056,RT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,Big Woods Regional Trail,1798.32
1059,PT,Carver,Laketown Twp.,Gravel,8.0,"Unpaved Hike, Dog (On-Leash)",,False,,138.23
1060,PT,Elm Creek,Maple Grove,Snow Only,16.0,,"Cross-country Skate/Classic, Lit, Snowmaking",False,,2191.79
1061,PT,Lake Minnetonka,Minnetrista,Bituminous,8.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,104.04
1065,PT,Elm Creek,Dayton,Bridge,10.0,"Paved Hike, Bike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Dog sled, Skijor, Mtn Bike",False,,41.23
1071,PT,Cleary,Credit River Twp.,Mowed,0.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,3165.39
1076,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,2007.78
1078,PT,Cleary,Credit River Twp.,Mowed,12.0,,Snowmobile,False,,667.89
1081,PT,Not In Park,Minnetrista,Dock/Pier,8.0,Boardwalk,,False,,39.56
1086,PT,Not In Park,Coon Rapids,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,1031.8
1101,PT,Eagle,Plymouth,Snow Only,16.0,,Cross-country Skate/Classic,False,,981.62
1102,PT,Eagle,Plymouth,Snow Only,16.0,,Cross-country Skate/Classic,False,,919.8
1103,PT,Eagle,Plymouth,Snow Only,16.0,,Cross-country Skate/Classic,False,,128.38
1114,PT,Cleary,Credit River Twp.,Snow Only,16.0,,Bypass,False,,500.12
1117,PT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,,36.36
1122,PT,Crow-Hassan,Rogers,Sand,12.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Horse",False,,759.13
1123,PT,Crow-Hassan,Rogers,Shared surface,0.0,"Unpaved Hike, Horse, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash), Horse",False,,191.78
1126,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1846.94
1127,PT,Carver,Victoria,Mowed,6.0,"Unpaved Hike, Dog (Off-Leash)","Hike, Dog (Off-Leash)",False,,395.12
1141,PT,French,Plymouth,Boardwalk,12.0,"Unpaved Hike, Dog (On-Leash)",,False,Meadow Trail,32.89
1142,PT,French,Plymouth,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,False,Meadow Trail,7.09
1147,PT,Crow-Hassan,Rogers,Mowed,12.0,"Unpaved Hike, Horse, Dog (On-Leash)",Snowmobile,False,,1028.09
1148,PT,Carver,Victoria,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,19.78
1152,PT,Cleary,Credit River Twp.,Mowed,12.0,"Unpaved Hike, Dog (On-Leash)",,False,,399.15
1153,PT,Not In Park,Coon Rapids,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,34.55
1154,PT,Not In Park,Coon Rapids,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,27.71
1155,PT,Not In Park,Coon Rapids,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,22.81
1156,PT,Not In Park,Coon Rapids,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,28.56
1157,PT,Not In Park,Coon Rapids,Concrete,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,302.36
1158,PT,Not In Park,Coon Rapids,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,123.2
1159,PT,Elm Creek,Maple Grove,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,522.99
1172,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: Easy","Hike, Mtn Bike: Easy",False,,1434.15
1173,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: Easy","Hike, Mtn Bike: Easy",False,,3440.35
1174,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: Easy","Hike, Mtn Bike: Easy",False,,2470.15
1175,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,357.25
1176,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,83.1
1177,PT,Elm Creek,Champlin,Gravel,2.0,"Hike, Mtn Bike: More Difficult","Hike, Mtn Bike: More Difficult",False,,6364.25
1185,PT,Cleary,Credit River Twp.,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,18.24
1188,PT,Hyland,Bloomington,Mowed,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,118.44
1189,PT,Hyland,Bloomington,Mowed,8.0,"Unpaved Hike, Dog (On-Leash)","Hike, Snowshoe, Dog (On-Leash)",False,,125.28
1206,PT,Carver,Laketown Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,271.0
1209,PT,Not In Park,Minnetrista,Dock/Pier,8.0,Boardwalk,,False,,100.31
1210,PT,Lake Minnetonka,Minnetrista,Concrete,6.0,Boardwalk,,False,,112.02
1215,PT,Silverwood,St. Anthony,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,19.29
1228,PT,Murphy-Hanrehan,Credit River Twp.,Boardwalk,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,36.11
1229,PT,Murphy-Hanrehan,Credit River Twp.,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,1081.97
1230,PT,Murphy-Hanrehan,Savage,Gravel,2.0,"Hike, Mtn Bike: Most Difficult","Hike, Mtn Bike: Most Difficult",False,,702.56
1231,PT,Fish,Maple Grove,Bituminous,12.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1689.06
1244,PT,Cleary,Credit River Twp.,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,1454.77
1246,PT,Noerenberg,Orono,Pavers,0.0,Paved Hike,,False,,12.53
1247,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,329.94
1256,PT,Cleary,Credit River Twp.,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",False,,27.02
1259,PT,Elm Creek,Dayton,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,,34.29
1264,RT,Elm Creek,Dayton,Crosswalk,0.0,"Paved Hike, Bike, Dog (On-Leash)",,False,Medicine Lake Regional Trail,22.88
1275,PT,Cleary,Credit River Twp.,Gravel,12.0,,"Cross-country Skate/Classic, Lit",False,,364.32
1277,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,88.64
1278,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,95.45
1279,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,402.82
1280,PT,Lake Minnetonka,Minnetrista,Bituminous,10.0,"Paved Hike, Bike, Dog (On-Leash)","Paved Hike, Bike, Dog (On-Leash)",True,,355.36
